index,review_text,review_rating,review_title
3582,Camera quality is best,5.0 out of 5 stars,Product is excellent
3583,I love apple products.,5.0 out of 5 stars,💪🏻 Very best
3584,Data cable  is faulty.,1.0 out of 5 stars,Product faulty
3585,Awesome,5.0 out of 5 stars,Beautiful phone
3586,Value of money,4.0 out of 5 stars,Great
3587,Always perfect,5.0 out of 5 stars,Awesome performance
3588,Very satisfied,5.0 out of 5 stars,I trust amazon
3589,One word awesome,5.0 out of 5 stars,Awesome
3590,It’s a wonderful device for business user.,5.0 out of 5 stars,Go for it
3591,suberb,5.0 out of 5 stars,nyc
3592,Overall a great phone go for it,5.0 out of 5 stars,Great
3593,Good product under best deal thanks Amazon,5.0 out of 5 stars,Great deal
3594,OUTSTANDING FEATURE OF IPHONE,5.0 out of 5 stars,ORIGINAL APPLE PRODUCT
3595,It’s not slim and it’s heavy!,5.0 out of 5 stars,Best iPhone at this budget.
3596,Awsm mobile in this range....,5.0 out of 5 stars,Paisa vasool
3597,Nice phone with good features,5.0 out of 5 stars,My dream phone
3598,Great product.... good so far,5.0 out of 5 stars,Good
3599,Good working. Battery back up superb.,4.0 out of 5 stars,Nice phone
3600,Amazing Product . Good Battery Backup,5.0 out of 5 stars,XR
3601,Nice phone.my first iphone .i love it,5.0 out of 5 stars,Nice phone
3602,Hands down d best part is the battery,5.0 out of 5 stars,One of the best pf IPhones
3603,Best iPhone for the price you can get,5.0 out of 5 stars,Xr
3604,Super battery life and camera quality,5.0 out of 5 stars,Super phone
3605,Really awesome mobile,4.0 out of 5 stars,Awesome
3606,Not a good from Apple,1.0 out of 5 stars,Not a good from Apple
3607,Excellent performance,5.0 out of 5 stars,Worth
3608,Every feature is best,5.0 out of 5 stars,Awesome
3609,FOUND FAULTY PRODUCT.,1.0 out of 5 stars,PRODUCT FAULTY
3610,Crazy battery backup!,5.0 out of 5 stars,Best Buy !!
3611,I’m in love with XR♥️,5.0 out of 5 stars,Awesome phone🔥
3612,Good,5.0 out of 5 stars,Worth
3613,Antha bagundi,5.0 out of 5 stars,Phone Chala bagundi
3614,Amezing phone,5.0 out of 5 stars,I love iPhones
3615,Good in range,5.0 out of 5 stars,Overpriced
3616,Just love it.,5.0 out of 5 stars,Super mobile
3617,Amazing phone,5.0 out of 5 stars,iPhone at an average mans cost
3618,slow charging,5.0 out of 5 stars,good
3619,Battery life is really good ....nice camera,5.0 out of 5 stars,Nice face id recognition
3620,Good mobile,5.0 out of 5 stars,Great piece
3621,Super,5.0 out of 5 stars,Super
3622,I love it this is worth it just go for it,4.0 out of 5 stars,its a great product
3623,Awesome phone,5.0 out of 5 stars,Great
3624,Totally worth it,5.0 out of 5 stars,Amazing experience
3625,Awesome phone,5.0 out of 5 stars,Nice buy
3626,Apple.... Always Best buy 😊,5.0 out of 5 stars,Apple..
3627,Performance and battery life,5.0 out of 5 stars,Awesome phone
3628,2 camera  like iPhone 7 plus,4.0 out of 5 stars,Nothing
3629,Perfect balance of price and quality,5.0 out of 5 stars,Perfect balance of price and quality
3630,Superbly work with complete hardware,4.0 out of 5 stars,Superb
3631,Value for money!,5.0 out of 5 stars,Apple... don’t think twice!!!
3632,Apple XR is good and excellent phone,5.0 out of 5 stars,Excellent
3633,Overall fantastic 👌,5.0 out of 5 stars,Very good
3634,What an amazing buy!,5.0 out of 5 stars,Awesome purchase!
3635,Amazing battery Life,5.0 out of 5 stars,Amazing
3636,Apple is Apple alway,5.0 out of 5 stars,No issues
3637,Nice and best mobile,5.0 out of 5 stars,Super
3638,Nothing to dislike this,5.0 out of 5 stars,Loved it
3639,Just amazing,5.0 out of 5 stars,Perfect to have
3640,Best product,5.0 out of 5 stars,Best
3641,Nice product,5.0 out of 5 stars,Gud
3642,As expected.,5.0 out of 5 stars,Nice
3643,Good Quality,5.0 out of 5 stars,Camera
3644,Just awesome,5.0 out of 5 stars,Awesome
3645,Good product,5.0 out of 5 stars,Good battery life
3646,Superb phone,5.0 out of 5 stars,Awesome
3647,Great battery life,5.0 out of 5 stars,Excellent successor with extended battery life
3648,Sirraaaaa phone Bro.............,5.0 out of 5 stars,awesome Phone
3649,Nice product deliverd on time,4.0 out of 5 stars,Genuine
3650,Good,5.0 out of 5 stars,Good
3651,Good,5.0 out of 5 stars,Good
3652,Good,5.0 out of 5 stars,Deepu
3653,done,5.0 out of 5 stars,ok
3654,Good,5.0 out of 5 stars,Good
3655,Good,5.0 out of 5 stars,Good
3656,Good,5.0 out of 5 stars,Good
3657,Just Amazing,5.0 out of 5 stars,Best iPhone
3658,Totally in love after Iphone 7plus.,5.0 out of 5 stars,A good buy.
3659,Battery life still needs to be long,5.0 out of 5 stars,XR
3660,Good performance and battery backup,5.0 out of 5 stars,Good
3661,Awesome product and smooth process.,2.0 out of 5 stars,Best product of iPhone
3662,Worth upgrade from iphone 7👍🏻👍🏻,4.0 out of 5 stars,Nice
3663,No words to say,5.0 out of 5 stars,Awesome mobile for gaming
3664,Good phone...,5.0 out of 5 stars,Good Phone
3665,Phone was fantastic,5.0 out of 5 stars,iPhone XR
3666,Very bulky but fine,4.0 out of 5 stars,If you don’t ave an iphone.. you just don’t!
3667,Battery is not good,1.0 out of 5 stars,Battery is very bad
3668,Good And nice phone,5.0 out of 5 stars,Good phone
3669,Good not impressive,3.0 out of 5 stars,Overall good
3670,Good,5.0 out of 5 stars,Good
3671,superbb phone,5.0 out of 5 stars,worth purchasing
3672,Heavy,5.0 out of 5 stars,Why it’s heavy
3673,Best iphone,5.0 out of 5 stars,Good battery
3674,Top quality,5.0 out of 5 stars,Quality product
3675,Great phone,5.0 out of 5 stars,Awesome
3676,Good device,5.0 out of 5 stars,Good investment
3677,Good one...,5.0 out of 5 stars,Good one
3678,As expected,5.0 out of 5 stars,As expected n promised.
3679,Best in use,5.0 out of 5 stars,Nice experience
3680,Great phone,5.0 out of 5 stars,Great phone
3681,Everything thing is good but not supported fast charging,5.0 out of 5 stars,Good
3682,Good,4.0 out of 5 stars,Good
3683,Camera quality shoulb be better.,4.0 out of 5 stars,Camera quality
3684,Goes on for 14 HRs with everything running.,5.0 out of 5 stars,"Great touch Feel, battery life, sound, picture quality"
3685,Grt,5.0 out of 5 stars,Grt
3686,Nice,5.0 out of 5 stars,Nice
3687,It was so good but one disappointed,5.0 out of 5 stars,It’s so good
3688,Worth to buy at this price..Delivered in just one day..,5.0 out of 5 stars,IphoneXr at its best!
3689,Total good but price is not reasonable,4.0 out of 5 stars,Good
3690,Good product,4.0 out of 5 stars,Nice
3691,It’s awesome,5.0 out of 5 stars,Awesome
3692,Worth,5.0 out of 5 stars,Worth
3693,The phone is worth in every aspect,5.0 out of 5 stars,Worth
3694,Charger getting heated up too much,5.0 out of 5 stars,Charger being overheated
3695,Great device....total satisfaction,5.0 out of 5 stars,Iphone x5
3696,Packaging should be more effective,5.0 out of 5 stars,Value for money !!! Good offer
3697,Gud phone with better battery life,5.0 out of 5 stars,Nice
3698,Gave duplicate earphones.. Cheater,1.0 out of 5 stars,Gave duplicate earphones.. Cheater
3699,Nothing to dislike about iPhone XR,5.0 out of 5 stars,iPhone XR
3700,Value for money.. best iPhone ever,5.0 out of 5 stars,Awesome product
3701,I’m totally happy with the product,5.0 out of 5 stars,Super mobile
3702,Good mobile with good battery life,5.0 out of 5 stars,Good mobile
3703,Phone is excellent in every sphere,5.0 out of 5 stars,Amazing
3704,Product is gud and geniune,5.0 out of 5 stars,Genuine product !
3705,Battery and camera is good,4.0 out of 5 stars,Best for iPhone lovers in this price segment approx 40k
3706,Face recognition very good,1.0 out of 5 stars,Net speed very slow
3707,No fi finger print  sensor,4.0 out of 5 stars,I phone 10 is oki oki
3708,Its a good looks phone....,5.0 out of 5 stars,Price is worth
3709,Amazing product from Apple,5.0 out of 5 stars,Amazing XR
3710,Good phone with very good battery backup,5.0 out of 5 stars,Very good phone
3711,Phone of the  year,4.0 out of 5 stars,Iphone of the year
3712,I like the product,5.0 out of 5 stars,Good Amazon... Ur service every time is good
3713,Best and beautiful,5.0 out of 5 stars,Good battery backup
3714,Nice product. Really good product,5.0 out of 5 stars,Owsem. Apple is very nice to compare android
3715,Good Apple product,5.0 out of 5 stars,No 1 Apple iPhone
3716,Gud experience with Amazon.Nice product,5.0 out of 5 stars,Nice
3717,"Awsm camera, battery life too good",5.0 out of 5 stars,Better than x
3718,Nicest,5.0 out of 5 stars,Awesome
3719,Good,4.0 out of 5 stars,Good
3720,Nice phone,5.0 out of 5 stars,Iphone
3721,Marvellous,5.0 out of 5 stars,Fabulous
3722,mast phone,5.0 out of 5 stars,apple hai toh  phone hai
3723,Best phone,5.0 out of 5 stars,Genuine product
3724,Runs pubg without lag and heating,5.0 out of 5 stars,Beast phone
3725,Superb nice mobile,4.0 out of 5 stars,Love amazon
3726,Amazing product delivered in time,5.0 out of 5 stars,Amazing phone
3727,Good,5.0 out of 5 stars,Good
3728,👍,4.0 out of 5 stars,Overall good
3729,👍,5.0 out of 5 stars,👌
3730,😔,3.0 out of 5 stars,Just ok
3731,Xr,5.0 out of 5 stars,Xr
3732,Ok,4.0 out of 5 stars,Good
3733,Nice phone,5.0 out of 5 stars,Mass phone
3734,Loved it l...yupee,5.0 out of 5 stars,Best ever user interface
3735,Camera quality is not good as it adverstised.,4.0 out of 5 stars,Average camera quality.
3736,Very good phone in every function,5.0 out of 5 stars,Good
3737,All round mobile. I Just love it.,5.0 out of 5 stars,Best mobile for gaming
3738,Excellent phone.no more comments.,5.0 out of 5 stars,Excellent phone
3739,Amazing purchase! Thanks amazon!!,5.0 out of 5 stars,Thanks Amazon
3740,Absolutely satisfying performance,5.0 out of 5 stars,Worth buying
3741,Simply superb. Worth every penny.,5.0 out of 5 stars,Awesome
3742,Best iPhone to be bought in 2020.,5.0 out of 5 stars,Loved the product.
3743,Need to improve camera quality...,4.0 out of 5 stars,Good but...
3744,Amazon good quality product india,5.0 out of 5 stars,Amazon prime
3745,Just one word “excellent”,5.0 out of 5 stars,Excellent phone
3746,Best phone in price range,5.0 out of 5 stars,.
3747,Good premium priced phone,5.0 out of 5 stars,Great experience
3748,Overall performance good.,5.0 out of 5 stars,Excellent
3749,Battery life is not happy,4.0 out of 5 stars,Happy
3750,Really nice phone,5.0 out of 5 stars,Best Buy of my life
3751,very Nice,4.0 out of 5 stars,Silent button not working
3752,Excellent,5.0 out of 5 stars,Superb
3753,Excellent,5.0 out of 5 stars,Excellent
3754,Excellent,5.0 out of 5 stars,Excellent
3755,Excellent,5.0 out of 5 stars,Excellent
3756,Wonderful,5.0 out of 5 stars,Best product from iphone at this price
3757,Very Nice,5.0 out of 5 stars,Good
3758,Very good,5.0 out of 5 stars,Very good
3759,it's good,5.0 out of 5 stars,nice
3760,The product is really good,5.0 out of 5 stars,Good worth mobile .. safe delivery too
3761,Very good,5.0 out of 5 stars,Fantastic
3762,Amazing Phone.. Worth the money😃,5.0 out of 5 stars,Value for Money
3763,Camera not good,4.0 out of 5 stars,Xr red
3764,Everything seems good. Love it,5.0 out of 5 stars,Awesome
3765,Awesome phone. Battery backup is awesome,5.0 out of 5 stars,Iphone xr 128gb
3766,Better performance,5.0 out of 5 stars,Overall good performance
3767,Awesome in All,5.0 out of 5 stars,Go for it.
3768,So far it’s good.,5.0 out of 5 stars,iPhone XR
3769,Nice phone,5.0 out of 5 stars,Nice phone
3770,Awesome phone in this range 👌🏻,4.0 out of 5 stars,Great
3771,Awesome smart ph to n this range,5.0 out of 5 stars,😍
3772,Best phone under 50k price range,5.0 out of 5 stars,Value for money product
3773,Awesome upgrade from iPhone 6...,5.0 out of 5 stars,Too good.. loving it..!!
3774,The best phone ever of apple..!!,5.0 out of 5 stars,Just a beast 💪
3775,Battery life is ammaaaaazzzing!!,5.0 out of 5 stars,Battery life
3776,Happy with the working of mobile,5.0 out of 5 stars,iPhone xr
3777,size big/should be small,5.0 out of 5 stars,excellent
3778,All categories are great,5.0 out of 5 stars,Excellent
3779,I don't like this iPhone,1.0 out of 5 stars,I don't like
3780,Very happy to have this.,5.0 out of 5 stars,Really a helpful and convenient phone.
3781,eSIM facility great 👍🏼,5.0 out of 5 stars,Dual SIM iPhone
3782,Easy to use. Nice design,5.0 out of 5 stars,Go for it!
3783,Got in offer. Super deal,5.0 out of 5 stars,Worth the money
3784,Heating issue while charging,2.0 out of 5 stars,Not bad
3785,Beautiful design,4.0 out of 5 stars,Budget price
3786,Battery not good,5.0 out of 5 stars,Battery
3787,one shot product,5.0 out of 5 stars,one shot product
3788,It is good phone,4.0 out of 5 stars,Big screen and good camera
3789,V nice loving it,5.0 out of 5 stars,V nice loving it
3790,super in battery,4.0 out of 5 stars,superb phone
3791,Excellent phone.,5.0 out of 5 stars,Excellent phone.
3792,Good performance,5.0 out of 5 stars,Excellent
3793,‘iPhone xR’ the name is enough❤️,5.0 out of 5 stars,iPhone XR is best
3794,Thank u amazon,5.0 out of 5 stars,Best service by amazon buy without Hesitating
3795,Brilliant in every way..,5.0 out of 5 stars,Apple-the name is enough
3796,all good,5.0 out of 5 stars,all good
3797,Its good,5.0 out of 5 stars,Value for money
3798,All good,5.0 out of 5 stars,All good
3799,Must buy,5.0 out of 5 stars,Nice product
3800,Best camera,5.0 out of 5 stars,Camera fone
3801,Nothing as of now,5.0 out of 5 stars,Phone made for this generation
3802,Everything is good,4.0 out of 5 stars,Quality
3803,Battery,5.0 out of 5 stars,Owsm
3804,Great,5.0 out of 5 stars,Superb product
3805,Really Good phone with great battery life and camera.,5.0 out of 5 stars,Great Phone
3806,i used iphone from last 7 years,5.0 out of 5 stars,iphone is easy to use
3807,One of the best phone in IPHONE,5.0 out of 5 stars,Best
3808,"Really Awesome, value for money",5.0 out of 5 stars,Very good
3809,Screen is not good as iphone 11,3.0 out of 5 stars,Size is not good for small hands
3810,Where is the fingerprint reader,5.0 out of 5 stars,Good product but it takes time to explore
3811,Excellent phone perfect pricing,5.0 out of 5 stars,Thank you
3812,Superb phone and camera quality,5.0 out of 5 stars,Superb
3813,I have received a faulty phone.,1.0 out of 5 stars,Do not buy this from this seller
3814,I didn’t use fingerprint reader,5.0 out of 5 stars,Very much satisfied.
3815,Nice product... Thanx to Amazon,5.0 out of 5 stars,Nice service by Amazon
3816,Well good product. Worth buying,5.0 out of 5 stars,Good one
3817,Mic sensibility is poor,1.0 out of 5 stars,Poor quality spares
3818,Nice product from Apple,5.0 out of 5 stars,Nice product from Apple
3819,Smooth handling...worth,5.0 out of 5 stars,Love it
3820,Fantastic and good deal,5.0 out of 5 stars,Amazing as usual
3821,Best among all iPhones.,5.0 out of 5 stars,Awesome phone
3822,Satisfaction level high,5.0 out of 5 stars,Satisfied
3823,Best deal of the season,5.0 out of 5 stars,IPhone XR worth buying
3824,I dislike this phone,2.0 out of 5 stars,Worst mobile
3825,Value for money,5.0 out of 5 stars,Excellent product
3826,Value for money,5.0 out of 5 stars,The best phone for this price range.Loved it !!!!!!!!!!
3827,Genuine product,5.0 out of 5 stars,Genuine product
3828,Value for money,4.0 out of 5 stars,Value for money
3829,Apple alys good,5.0 out of 5 stars,Good
3830,Very nice phone,5.0 out of 5 stars,Fabulous
3831,Excellent phone,5.0 out of 5 stars,Worth the money
3832,Excellent phone,5.0 out of 5 stars,👍
3833,Very good phone,5.0 out of 5 stars,Excellent
3834,Awesome product,5.0 out of 5 stars,Awesome & Very Nice
3835,Value for money,5.0 out of 5 stars,Awesome phone
3836,Awesome product,5.0 out of 5 stars,Superb
